"Date","Tair","Tmax","Tmin","RH","Rain","RAD","Pressure","WindSpeed"
2018-12-15,18,20.5,15.9,87.8,0,11.09,915.8,2.81
2018-12-16,15.7,17.7,14.3,89,24.8,9.81,917,3.4
2018-12-17,16.4,18.7,14.2,84.3,4.4,10.74,916.2,2.97
2018-12-18,17.9,22.7,13,83.4,2.2,18.85,913.8,1.87
2018-12-19,20.9,27.4,16.3,78.4,0,18.31,910.9,1.28
2018-12-20,22.7,29.9,16.5,64.6,0,20.3,911,1.56
2018-12-21,17.4,21.8,13.8,82.7,37.6,18.4,915.2,3.55
2018-12-22,16.9,21.2,13.5,83.1,0,19.43,915,2.71
2018-12-23,18.5,23.2,16,87.3,0,14.13,914.5,2.44
2018-12-24,19.6,22.7,18,92.5,5.8,11.57,913.2,2.51
2018-12-25,20.3,25.4,18.6,88.6,6,17.58,912.2,2.22
2018-12-26,19.9,24.3,16,86,1,16.78,911.4,1.86
2018-12-27,20.4,26.4,16.5,83.8,0,19.12,910.1,1.06
2018-12-28,20.9,27.7,16.3,77.9,0,20.3,910.7,1.32
2018-12-29,21.2,27,17.1,80,0,20.61,912.1,1.63
2018-12-30,21.4,27.9,16.2,74.7,0,20.94,911.8,1.45
2018-12-31,20.8,28.2,15.6,75.9,0,21.03,911.5,1.56
2019-01-01,20.6,26.1,17,84.9,0,14.76,911.2,2.03
2019-01-02,21.6,27.4,17.7,80.8,1.4,19.19,911.4,1.71
2019-01-03,20.4,26.3,15.8,77.9,0,20.74,911.4,1.52
2019-01-04,21.4,27.4,16.9,78.5,0,19.23,912.5,1.56
2019-01-05,20.6,26.3,16.8,83.9,0,19.53,914.2,2.47
2019-01-06,20.1,26.1,16.6,82.3,0,17.55,914.8,2.46
2019-01-07,19.8,25.9,17.3,85.1,3,16.42,914.6,1.91
2019-01-08,19.9,25.7,16.2,83.1,0,15.55,914.9,1.68
2019-01-09,19.5,23.8,17.8,87.5,0,13.93,915.6,2.23
2019-01-10,17.4,18.6,16.3,95.1,1.6,9.36,915.3,2.61
2019-01-11,17.3,19.9,15.4,92.8,42.6,12.5,914.5,2.31
2019-01-12,19.6,25.1,15.6,84.4,2.2,20.6,914.1,1.34
2019-01-13,19.9,25.3,17.7,85.1,0,16.13,915.2,2.22
2019-01-14,19.3,23.5,17.7,87.9,1.2,13.54,915.7,2.65
2019-01-15,19.4,24.6,17.1,85.9,0.8,18.05,915.4,2.5
2019-01-16,19,22.9,17,88.3,0.6,13.43,915.8,2.61
2019-01-17,18,19.3,17.2,95.9,1,12.16,915.4,2.58
2019-01-18,18.9,23.7,17.2,92.7,34.6,14.44,914,2.18
2019-01-19,20.7,27,17.8,84.3,2.8,20.77,912.2,0.89
2019-01-20,18.9,24.7,15.3,85.2,0,11.95,915,3.11
2019-01-21,14.5,15.5,13.5,95.1,17.2,12.69,916.2,3.51
2019-01-22,17.7,23.8,13.3,86.8,5.2,20.94,914.2,2.01
2019-01-23,20.6,28.3,15.2,77.9,0,22.12,911.6,1.01
2019-01-24,21,27,17.4,80.7,0,17.59,912.6,2.09
2019-01-25,21.4,26.5,18.7,80.8,0,19.88,913.5,2.32
2019-01-26,20.7,26.2,18.3,86.4,1.4,18.63,911.8,1.76
2019-01-27,21.9,29.8,16.3,78.3,0,20.21,910.7,1.52
2019-01-28,16.3,20.2,13.5,86.7,0.6,18.57,912.7,2
2019-01-29,18.5,26.9,13.2,82.7,0,21.22,912.5,1.46
2019-01-30,18.7,24.1,14.8,85.1,0,18.67,913.4,2.12
2019-01-31,20.4,25.7,15.9,82.6,0.2,20.89,913.8,1.88
2019-02-01,21.8,28.2,17.7,78.2,0,18.02,913.3,1.51
2019-02-02,21.5,28.2,17.6,78.6,0,20.72,912.6,1.73
2019-02-03,21,27.6,16.5,81,0,19.92,911.4,1.39
2019-02-04,21.5,28.2,16.9,77.9,0,20.9,911.2,1.29
2019-02-05,21.6,28.2,16.5,76.7,0,21.775,911.9,1.62
2019-02-06,21.3,27.3,17.6,79.8,0.2,22.65,912.1,1.83
2019-02-07,20.9,27.5,16.5,79.4,0.2,22.18,911.9,1.66
2019-02-08,21.4,26.7,18,78.4,0,21.06,913.4,2.5
2019-02-09,20.4,26,17.7,80.1,0,18.97,914.7,3.54
2019-02-10,19.9,25.2,15.6,79.3,0,20.93,913.9,2.59
2019-02-11,20.8,26.8,17.4,79.8,0.4,20.79,911.6,1.58
2019-02-12,21.6,29.2,15.9,78.3,0,22.11,911.3,1.04
2019-02-13,20.9,26.4,17.3,74.4,0,20.62,913.8,2.19
2019-02-14,18.8,21.1,17.3,93.2,1.8,14,913.3,2.16
2019-02-15,20,26,15.8,86.7,12.6,23.44,911.7,0.74
2019-02-16,22.7,30.6,18.5,80.5,0,23.38,910,1.34
2019-02-17,23.8,32.5,17.8,69.3,0,23.45,910.4,2.22
2019-02-18,23.6,32.3,17.4,65.2,0,24.41,911.2,1.58
2019-02-19,23.1,30.2,18.3,74.7,0,22.19,911.6,1.24
2019-02-20,22.6,29.7,17.5,74.7,0,20.98,909.7,0.73
2019-02-21,22.7,30,18.2,77.3,0,21.32,910.6,1.15
2019-02-22,23.2,30.5,18.2,77.2,0,19.64,912.2,1.14
2019-02-23,23,29.4,19.1,79.7,0,16.35,912.3,0.99
2019-02-24,22.9,29.5,18.4,78.8,0,20.72,912.6,1.93
2019-02-25,22.3,27.7,19.5,77.7,3.8,22.75,914.3,2.49
2019-02-26,20.9,27.2,16.1,76.3,0,24.84,914.6,2.32
2019-02-27,20.9,26.8,15.8,74.8,0,22.6,913.9,1.94
2019-02-28,21.5,28.4,16.7,76.1,0,18.55,912.6,1.3
2019-03-01,21.4,29.1,16.8,76.6,0,18.26,913.4,1.37
2019-03-02,21.7,28.2,16.7,76.8,0,21.26,913,1.71
2019-03-03,22.4,30,17.2,77.7,3.4,23.37,911.4,0.81
2019-03-04,23,30,18.2,78.4,0,20.77,911.9,1.22
2019-03-05,22,27.9,17.2,76.7,0,22.19,913.9,2.49
2019-03-06,22,26.8,18.4,74.1,0,22.64,915.9,3.47
2019-03-07,22.1,27.5,17,76.5,0,19.34,914.9,3.22
2019-03-08,22.3,27.9,17.9,77,0,22.48,912.8,3.02
2019-03-09,22.2,28.8,17.6,75.8,0,23.84,911.1,1.79
2019-03-10,22.4,29.5,17.2,70.8,0,25.02,912,1.88
2019-03-11,22.7,29.3,17.5,73,0,24.94,913,2.2
2019-03-12,22.6,28.4,19.4,80.7,6.2,23.29,912.9,2.52
2019-03-13,22.6,30,17.8,75.1,16,24.31,910.9,1.3
2019-03-14,22.8,30.8,17.1,69.5,0,25.36,910.3,0.92
2019-03-15,22.6,29.5,17.4,72.2,0,23.35,911.8,1.44
2019-03-16,21.7,28.1,17.2,74.4,0,21.81,913.3,2.65
2019-03-17,21.8,27.5,18.8,74.5,0,24.42,913.1,2.85
2019-03-18,21,27.9,15.5,73,0,22.75,912.8,2.23
2019-03-19,20.3,27.6,15,72.8,0,24.24,913,1.6
2019-03-20,20.1,25,16,77.5,0,16.24,913.1,2.09
2019-03-21,20.6,25.5,17,76.5,0,17.02,914.2,2.75
2019-03-22,20.2,25.7,17,75.2,0,19.49,914.7,2.86
2019-03-23,19.6,25.8,14.9,72.3,0,21.64,914.9,2.51
2019-03-24,18.9,27.2,12.7,71.2,0,26.45,914.5,2.15
2019-03-25,20.2,27.3,13.5,72.8,0,26.95,913.1,1.68
2019-03-26,21.6,27.8,17.9,73.9,0,21.89,913.3,2.8
2019-03-27,20.6,27.1,15.8,71.2,0,21.64,914.4,3.55
2019-03-28,18,24.5,15.1,82.1,0,21.1,915.1,2.99
2019-03-29,18.9,25.5,14.4,74.9,2.6,22.03,913.4,1.93
2019-03-30,20.1,27.9,13.9,70,0,26.49,911.1,1.09
2019-03-31,21.1,29.2,14.6,70.6,0,26.38,911.6,1.17
2019-04-01,21.5,28,16.2,71.1,0,25.89,913.2,1.77
2019-04-02,21.9,28.3,16,72.2,0,24.01,914.3,2.21
2019-04-03,22.6,28.2,19,82.2,32.8,18.29,914.9,2.23
2019-04-04,22.2,28.4,17.9,81.3,125.2,20.14,914.2,1.7
2019-04-05,23,29.9,18.7,78.2,0,18.91,912.1,1.12
2019-04-06,23,31.4,17.7,74.2,0,20.77,911.6,1.14
2019-04-07,23.4,31.2,18.1,70.9,0,20.97,911.6,0.97
2019-04-08,24.6,32.3,18.8,69,0,18.64,911.2,1.15
2019-04-09,22.5,28.4,19,84.7,0,17.42,910.7,0.71
2019-04-10,21.3,27,18.7,84.9,58.8,22.39,910.8,1.46
2019-04-11,24,32.7,18.5,75.2,0,23.77,908.8,1.77
2019-04-12,25.5,34,19.3,69.3,0,25.9,908.6,1.99
2019-04-13,26.4,34.9,19.4,60.4,0,25.62,908.7,2.29
2019-04-14,25.4,34.7,18.4,64.1,0,26.85,909.6,1.57
2019-04-15,22.9,27.9,18.5,78.3,6.2,20.15,912.9,2.31
2019-04-16,23.1,28.1,19.8,77.8,0.4,17.5,913.5,2.28
2019-04-17,23.3,29.2,18.8,77,0,18.86,911.4,1.56
2019-04-18,24.5,32.2,17.8,72.4,0,19.45,908.8,1.4
2019-04-19,24.2,29.7,19.1,74.4,0,17.82,910.8,1.78
2019-04-20,18.6,23,14.1,74.4,13,21.45,914.6,3.09
2019-04-21,20,26.1,14.2,71.2,0,25.36,914.6,2.51
2019-04-22,21.8,28.9,16.5,77.6,0,23.91,913.2,1.96
2019-04-23,23.2,29.3,19.7,74.9,0,22.42,911.7,1.65
2019-04-24,23.3,30.2,18.3,77.1,0,21.61,910.6,0.66
2019-04-25,24.8,33.4,19.2,69.9,0,23.02,909.9,1
2019-04-26,23.7,30.4,18.7,73.3,0,21.02,911.6,1.76
2019-04-27,22.4,29,16.7,69.6,0,23.38,911.5,1.85
2019-04-28,23,30.2,17.5,77.1,0,25.24,911.1,1.84
2019-04-29,24,30.5,20.9,79.8,0.4,19.79,911.2,2.1
2019-04-30,23.4,29.2,19.4,80.5,71.2,21.46,911.1,1.88
2019-05-01,23.2,30,18.8,77.1,18.6,23.76,910.9,1.49
2019-05-02,23.7,30.3,18.9,77.6,0,19.6,910.9,1.02
2019-05-03,24.7,31.8,19.6,76.6,0,19.94,910.1,0.85
2019-05-04,25,32.1,20,73.3,0,23.28,909.3,0.81
2019-05-05,25.2,33.5,20.4,72.2,0,20.24,909.2,1
2019-05-06,25.2,33.5,21.9,73,0,25.42,910.9,0.84
2019-05-07,24.8,30.9,20.6,79.7,0,21.98,911.6,0.7
2019-05-08,24.8,31.7,20.8,80.9,0,20.6,909.8,0.92
2019-05-09,26.1,34.2,20.3,71.5,0,23.54,909,1.29
2019-05-10,24.2,32.8,20.2,78.2,4.6,18.81,909.5,1
2019-05-11,23.6,28.7,19.5,82,3.4,17.76,909.8,1.05
2019-05-12,25.4,32.3,19.9,71.4,0,19.15,910.3,0.86
2019-05-13,25.8,32.3,20.7,71.8,0,19.51,910.4,0.7
2019-05-14,26.4,33.2,22,75.4,0,19.27,910.5,0.54
2019-05-15,26,33,21.8,78.3,0,17.02,910.4,0.51
2019-05-16,24.7,30.8,20.8,83.7,0.2,20.38,911.3,0.8
2019-05-17,24.2,30.4,20,75.3,0.2,17.18,910.5,1.09
2019-05-18,22.2,29.5,18.6,83.2,5.4,17.41,910,0.86
2019-05-19,23.6,31.4,18.5,78.4,9.8,20.38,910.1,1.07
2019-05-20,23.7,30.8,19.3,77,28,23.14,910.2,0.99
2019-05-21,24,31,19.2,75.7,0.2,18.8,908.9,0.89
2019-05-22,24.4,31.1,20.2,77.8,0,21.59,909,1.22
2019-05-23,23.3,28.2,19.4,83.8,5,19.9,909.7,1.18
2019-05-24,21.7,26.2,19.5,91.9,46.2,11.11,910.1,1.81
2019-05-25,22.5,26.7,20.4,83.4,12.4,16.36,910.7,1.7
2019-05-26,22.7,27.5,20.1,81.4,0,19.55,911.5,1.68
2019-05-27,22.2,28.1,19.6,86.4,6.8,16.91,910.8,1.11
2019-05-28,22.3,28.1,19.5,89.9,7.4,15.77,909.6,0.51
2019-05-29,23.3,30.5,19.3,84.5,53.6,16.37,908.8,1
2019-05-30,22.6,29.7,19.8,86.4,0,18.53,909.8,2.16
2019-05-31,24.3,30.1,19.7,78.2,5.4,18.28,910,1.94
2019-06-01,25,30.5,20.9,78.8,0,21.75,909.3,1.48
2019-06-02,24,31.6,20.3,82.5,0,13.62,909.7,1.13
2019-06-03,24.7,30.8,20.3,82.6,1.4,22.63,911.1,0.71
2019-06-04,25,31,20.8,78.1,0,23.51,911.9,1.11
2019-06-05,25.3,31.8,20.6,77,0,22.58,911.4,1.11
2019-06-06,25.4,31.9,20.8,79.9,0.8,21.56,910.5,0.63
2019-06-07,25.6,32,21.1,78.5,0,21.38,910,0.95
2019-06-08,26,32.7,21.2,77.3,0,20.44,910.4,0.8
2019-06-09,25.2,32.8,20.3,75.3,0,20.2,911.2,0.76
2019-06-10,24.4,31.3,18.5,75.8,0.2,21.44,912.1,1.08
2019-06-11,22.3,28.9,18.4,85.7,38.6,16.68,912.4,1.28
2019-06-12,22.5,29.3,17.7,83.8,54.2,21.98,912.4,1.02
2019-06-13,22.1,27.3,18.6,88.6,38.4,13.8,912.2,1.25
2019-06-14,23.9,29,20.2,80.3,2.8,19.42,912.6,1.28
2019-06-15,24.7,30.5,20.8,77.9,0,23.53,912.2,1.08
2019-06-16,24.2,30.2,19.5,78.7,0,24.23,910.9,1.1
2019-06-17,24.6,31.4,20.1,77.3,0,25.59,910.9,1.2
2019-06-18,25.1,31.2,20.7,75.1,0,24.73,911.6,1.25
2019-06-19,25,30.3,19.6,78.8,0,22.87,911.4,1.34
2019-06-20,22.9,30.7,19,85.6,41.6,20.06,911.3,1.39
2019-06-21,22.9,29.6,19.6,87.8,10.4,19.99,912.4,1.27
2019-06-22,23.1,29.2,18.7,87.7,25.4,14.22,913,1.1
2019-06-23,23.9,30.6,19,78.9,12.4,25.39,912.6,1.55
2019-06-24,24,30.8,18.7,68.9,0,27.45,912.3,1.35
2019-06-25,23.4,29.7,18.7,77.3,0,25.65,912.3,1.36
2019-06-26,22,27.8,18.1,84.1,37.8,20.47,912.6,1.74
2019-06-27,22.7,27.9,18.1,82.6,26.2,21.24,912.7,2.28
2019-06-28,22.7,27.6,19.5,83.3,0.2,23.43,912.6,2.59
2019-06-29,22,25.3,20.1,87.3,7,16.87,912.5,2.01
2019-06-30,22.2,27.9,19.9,87.8,46.8,20.33,912.9,1.55
2019-07-01,23.6,28.2,19.2,80.6,0.2,22.63,913.4,1.66
2019-07-02,24,29.9,19.8,76,0,27.04,912.9,1.83
2019-07-03,23.8,29,19.8,77.2,0,26.63,912.3,2.06
2019-07-04,23,28.9,18.2,77.7,0.2,27.57,912.5,1.91
2019-07-05,23.6,28.9,18.6,75,0.2,27.27,913.1,1.84
2019-07-06,23.1,28.1,20.3,81.5,0,21.46,913.3,1.76
2019-07-07,22.4,29.2,18.7,85.4,7.4,22.54,913.1,1.49
2019-07-08,23,27.4,18.9,84.3,3.2,20.81,912.8,1.26
2019-07-09,24,29.7,20.6,83.1,3.6,18.66,913.4,1
2019-07-10,23.6,30.3,17.7,78.2,0,26.17,912.7,1.34
2019-07-11,22.4,29.1,17.5,83.4,21.2,25.26,911.8,1.3
2019-07-12,23,29.3,18,79.8,58.8,23.38,910.8,1.07
2019-07-13,23.3,29.4,18.6,77,0,24.47,911.1,1.45
2019-07-14,23.9,29.2,18.8,75.6,0,23.66,912,1.37
2019-07-15,22,29.1,17.3,87.7,46,18.77,912.4,1.46
2019-07-16,22.6,28.2,18.6,83.4,30,20.9,913,1.69
2019-07-17,22,27.7,19.6,90.5,76.6,20.9,913,1.78
2019-07-18,22.9,27.4,19.3,81.4,12.8,23.45,912.7,1.75
2019-07-19,22.5,28.4,18,83,3,23.22,912.3,1.78
2019-07-20,22.4,27.7,18.3,85.2,31.4,15.71,911.9,1.55
2019-07-21,23.5,28.5,20,84,0.2,22.8,912,1.54
2019-07-22,23.6,29.1,19.6,77.8,0,21.33,912.5,1.27
2019-07-23,23.5,28.6,19,80.2,0,24.76,912.9,1.32
2019-07-24,23.6,30,19.1,81.7,9.8,22.1,913.1,1.31
2019-07-25,23.4,29,18.6,80.9,0.6,21.06,913.4,1.32
2019-07-26,23.3,28.7,19,77.6,0.2,23.5,914.2,1.91
2019-07-27,22.8,28.1,18.5,82.9,3.8,18.84,914.8,2.19
2019-07-28,22.2,28.7,18.3,82,0.4,22.19,914.4,2.04
2019-07-29,22.8,27.6,18.9,79.7,1,24.6,913.3,2.08
2019-07-30,22.2,26.8,19.1,87.8,41.2,22.29,912.6,2.15
2019-07-31,23,27.3,19.5,81.8,0.8,20.6,912.1,1.84
2019-08-01,22.8,28.1,19,84.3,23.6,22.44,912,1.72
2019-08-02,23,28.2,19.3,83.5,2,20.1,911.5,1.08
2019-08-03,23.4,29.4,18.2,82.6,25.8,25.4,911.7,1.04
2019-08-04,24.4,30.4,19.9,78,0.2,25.56,912.1,1.22
2019-08-05,24,30.5,19.3,80.6,0,23.24,912.5,1.09
2019-08-06,24.1,29.6,20,82.2,8.4,23.94,912.5,1.36
2019-08-07,23.3,29,17.9,84.8,8.2,20.05,912.6,1.17
2019-08-08,23.3,28.7,18.4,86.6,6.8,18.95,913.1,0.79
2019-08-09,24,30,20.2,84.4,11.4,15.84,913.1,1.31
2019-08-10,24.4,30.4,20.7,81.6,0,22.82,912.6,1.64
2019-08-11,24,29.8,19.9,83.7,27.8,24.7,912.6,1.66
2019-08-12,24,29.9,18.6,80.7,25.2,27.02,911.8,1.77
2019-08-13,24.5,30.3,20.6,76.6,2,24.9,911.4,1.7
2019-08-14,24,29.8,19.8,83.7,16.8,24.59,911.8,1.37
2019-08-15,23.5,29.5,18.8,82.6,29,21.11,912.9,1.13
2019-08-16,23.5,29.6,19.9,82.3,0,13.91,913.2,1.23
2019-08-17,22.9,29.8,18.9,84.7,4,14.81,912,1
2019-08-18,22.5,27.6,18.3,85.7,47.2,18.46,911.4,0.86
2019-08-19,22.8,28.4,18.2,81.3,42.6,20.49,911.4,0.84
2019-08-20,23,28.6,19.1,82.1,0.2,19.67,911.9,0.78
2019-08-21,24.1,29.5,20.5,81.8,4.4,21.6,912.7,1.1
2019-08-22,24.6,30.8,20.1,80.3,0.8,23.91,912.7,1.03
2019-08-23,24.1,30.9,19.4,75.4,0,26.75,912.6,1.15
2019-08-24,24,30.5,19,77.7,0,23.6,912.3,1.26
2019-08-25,24.2,30.3,19.8,78.4,5.2,23.99,911.4,1.03
2019-08-26,24.5,31.7,19,74,0,26.81,910.8,0.9
2019-08-27,24.7,31.1,19.8,76.8,0,23.75,911.2,1.06
2019-08-28,24.3,30.6,20.1,78.6,1.8,25.08,912.1,1.58
2019-08-29,23.9,29.7,19.2,76.3,0,26.72,912.5,1.64
2019-08-30,23.4,29.8,19,77.2,0,23.12,912.1,1.42
2019-08-31,23.8,30.1,18.6,74.2,0,22.82,911,0.76
